date,"('ICLN', 'ICLN')","('XLE', 'XLE')","('VIX', '^VIX')","('Brent', 'BZ=F')","('SP500', '^GSPC')",dgs10,carbon_eua,"('ICLN', 'ICLN')_ret","('XLE', 'XLE')_ret","('Brent', 'BZ=F')_ret",carbon_eua_ret,"('SP500', '^GSPC')_ret",dgs10_diff,carbon_shock_resid,carbon_shock
2018-04-23,8.806193351745605,53.74476623535156,16.34000015258789,74.70999908447266,2670.2900390625,2.98,13.87,-0.0082050705893083,0.0061204595809067,0.0087383972130765,-0.0107566472797038,5.623011118453955e-05,0.02,-0.01021568851258844,0
2018-04-24,8.742711067199707,53.16904830932617,18.020000457763672,73.86000061035156,2634.56005859375,3.0,14.22,-0.0072349315878763,-0.0107698615610358,-0.0114425220452497,0.0249211900483546,-0.0134708880064751,0.02,0.023386180431864415,0
2018-04-25,8.71550178527832,53.59173202514648,17.84000015258789,74.0,2639.39990234375,3.03,14.26,-0.0031170778111305,0.0079183745761181,0.0018936755161246,0.0028089906110549,0.0018353742328236,0.0299999999999998,0.004785492410612892,0
2018-04-26,8.824332237243652,54.37148284912109,16.239999771118164,74.73999786376953,2666.93994140625,3.0,14.51,0.0124096782763748,0.0144450011659371,0.0099503022710099,0.0173796519099466,0.0103801441873769,-0.0299999999999998,0.013058585086167827,0
2018-04-27,8.978508949279785,53.79577255249024,15.40999984741211,74.63999938964844,2669.909912109375,2.96,14.58,0.0173208944562558,-0.0106449170931048,-0.001338847113363,0.0048126596844156,0.0011130052713638,-0.04,0.0019771355673001674,0
2018-04-30,8.933160781860352,53.78849029541016,15.93000030517578,75.16999816894531,2648.050048828125,2.95,14.6,-0.0050635440460917,-0.0001353777383127,0.0070756424687114,0.0013708021337786,-0.0082211925489212,-0.0099999999999997,-0.002440207982750485,0
2018-05-01,8.942232131958008,53.46054458618164,15.489999771118164,75.16999816894531,2654.800048828125,2.97,14.41,0.001014954011933,-0.0061156117946749,0.0,-0.0130991187028599,0.0025458021710273,0.02,-0.012604060841907759,0
2018-05-02,8.896885871887207,53.67917251586914,15.970000267028809,73.36000061035156,2635.669921875,2.97,14.08,-0.0050839237377465,0.0040811799593474,-0.0243733545623683,-0.0231670592815344,-0.0072319512014023,0.0,-0.02522268482296117,0
2018-05-03,8.878746032714844,53.555301666259766,15.899999618530272,73.62000274658203,2629.72998046875,2.94,13.98,-0.0020409789724101,-0.0023102813838519,0.0035379289902672,-0.0071276139242321,-0.002256217585064,-0.0300000000000002,-0.007035488280957325,0
2018-05-04,8.896885871887207,53.81763458251953,14.770000457763672,74.87000274658203,2663.419921875,2.95,14.04,0.0020409789724101,0.0048863977720811,0.0168365476688466,0.0042826617920007,0.0127298100283349,0.0100000000000002,0.004598030652738792,0
2018-05-07,8.942232131958008,53.8905143737793,14.75,76.16999816894531,2672.6298828125,2.95,14.65,0.0050839237377465,0.0013532829797651,0.0172143474183694,0.0425299368654113,0.0034519805549899,0.0,0.0423386744017927,1
2018-05-08,8.83340072631836,54.31318664550781,14.710000038146973,74.8499984741211,2671.919921875,2.97,14.63,-0.0122451635212005,0.0078125686571684,-0.0174815698658298,-0.0013661204310433,-0.0002656766117338,0.02,-0.0018688260874409868,0
2018-05-09,8.915023803710938,55.42087936401367,13.420000076293944,77.20999908447266,2697.7900390625,3.0,15.05,0.0091978476961823,0.0201893611366689,0.0310428799832843,0.0283037761628517,0.0096356479348687,0.0299999999999998,0.022590495687348378,0
2018-05-10,9.07826805114746,55.83625411987305,13.229999542236328,77.47000122070312,2723.070068359375,2.97,15.66,0.0181455097680166,0.0074669672461668,0.0033618099378208,0.0397316993677723,0.0093270116038483,-0.0299999999999998,0.038861502327770164,0
2018-05-11,9.005715370178223,55.91643524169922,12.649999618530272,77.12000274658203,2727.719970703125,2.97,15.68,-0.008024014239854,0.0014349746040653,-0.0045280944842355,0.0012763243596046,0.0017061392709612,0.0,-0.0013082590809744717,0
2018-05-14,9.051060676574709,56.30265426635742,12.93000030517578,78.2300033569336,2730.1298828125,3.0,15.7,0.0050225357618568,0.0068833306575433,0.0142905626913827,0.0012746974320005,0.0008830995101265,0.0299999999999998,0.0011481980806601095,0
2018-05-15,9.023855209350586,56.31722640991211,14.630000114440918,78.43000030517578,2711.449951171875,3.08,15.38,-0.0030103031118165,0.0002587845689145,0.0025532625075684,-0.0205927482767643,-0.0068656550439908,0.08,-0.022774902208241934,0
2018-05-16,9.051060676574709,56.51398849487305,13.420000076293944,79.27999877929688,2722.4599609375,3.09,16.25,0.0030103031118165,0.0034877278345737,0.0107793635087326,0.0550249446982484,0.0040523398475144,0.0099999999999997,0.05418290437555366,1
2018-05-17,9.023855209350586,57.36660385131836,13.43000030517578,79.30000305175781,2720.1298828125,3.11,16.39,-0.0030103031118165,0.014974128080267,0.0002522925001395,0.0085784839799919,-0.0008562387886101,0.02,0.01376689289374633,0
2018-05-18,8.951299667358398,56.92209243774414,13.420000076293944,78.51000213623047,2712.969970703125,3.06,16.38,-0.0080729135896926,-0.0077787859943452,-0.010012134704682,-0.000610314330815,-0.0026356652545503,-0.0499999999999998,-0.005023171375017522,0
2018-05-21,9.060131072998049,57.50507736206055,13.079999923706056,79.22000122070312,2733.010009765625,3.06,16.68,0.0120848511943794,0.0101897122792808,0.009002775182973,0.0181493185056772,0.0073596045479333,0.0,0.017101759911189004,0
