Date,Price,Open,High,Low,Vol.,Change %,Returns,Residuals,Shock_ModelBased,Shock_EventBased
2020-03-12,22.96,24.23,24.23,22.95,0.59K,-5.67%,-0.056696795398520905,-0.06022453961464648,1,0
2020-03-13,22.38,23.34,23.34,22.4,0.04K,-2.53%,-0.025261324041811917,-0.029432832900149183,1,0
2020-03-16,19.98,22.0,22.0,19.67,0.43K,-10.72%,-0.10723860589812328,-0.10792070785421207,1,0
2020-03-17,19.05,20.4,20.4,18.74,6.94K,-4.65%,-0.04654654654654655,-0.04803571528366199,1,0
2020-03-18,16.12,18.12,18.12,16.01,6.83K,-15.38%,-0.15380577427821518,-0.1510150267377961,1,0
2020-03-19,17.19,16.9,17.4,16.23,2.98K,6.64%,0.06637717121588094,0.05783189316079088,1,0
2020-03-20,16.84,17.42,17.69,16.81,2.69K,-2.04%,-0.02036067481093662,-0.011890733763767425,0,0
2020-03-23,16.28,15.6,16.38,15.15,1.17K,-3.33%,-0.03325415676959609,-0.046701087666632286,1,0
2020-03-24,17.5,16.91,17.85,16.7,8.75K,7.49%,0.07493857493857492,0.07275521661514689,1,0
2020-03-25,18.21,17.6,18.29,16.87,1.08K,4.06%,0.0405714285714287,0.03051419999741411,1,0
2020-03-26,18.06,17.52,18.29,17.31,0.32K,-0.82%,-0.008237232289950658,-0.0072843927959926275,0,0
2020-03-27,17.11,17.38,17.57,17.09,0.53K,-5.26%,-0.052602436323366475,-0.05731453994073741,1,0
2020-03-30,17.78,17.22,18.0,17.22,0.14K,3.92%,0.039158386908240805,0.03247608348452002,1,0
2020-03-31,18.42,18.21,18.7,18.17,0.14K,3.60%,0.03599550056242973,0.04316818704971549,1,0
2020-04-01,17.84,17.95,17.96,17.66,0.17K,-3.15%,-0.03148751357220425,-0.031019641298798566,1,0
2020-04-02,18.82,18.28,18.68,18.0,0.19K,5.49%,0.05493273542600896,0.05079564386450365,1,0
2020-04-03,18.73,18.9,19.12,18.78,0.07K,-0.48%,-0.004782146652497321,-0.007434004589070614,0,0
2020-04-06,21.17,19.2,21.11,19.2,0.42K,13.03%,0.13027229044313948,0.12771852617798374,1,0
2020-04-07,21.3,21.67,22.45,21.21,0.63K,0.61%,0.006140765233821455,0.012526608722368967,0,0
2020-04-08,21.93,21.3,21.91,20.87,0.26K,2.96%,0.029577464788732355,0.01799450208444905,0,0
2020-04-09,21.86,22.22,22.49,21.82,0.16K,-0.32%,-0.0031919744642042724,0.00041414912662642413,0,0
2020-04-14,20.57,21.22,21.33,20.53,0.35K,-5.90%,-0.05901189387008232,-0.06500542792258149,1,0
2020-04-15,20.02,20.34,20.45,19.74,2.80K,-2.67%,-0.0267379679144385,-0.020603556260666716,0,0
2020-04-16,21.69,20.45,21.86,20.45,1.19K,8.34%,0.08341658341658342,0.08382757181486308,1,0
2020-04-17,22.48,23.0,23.0,22.11,0.19K,3.64%,0.036422314430613056,0.04099380472640853,1,0
2020-04-20,22.15,22.2,22.28,21.84,0.35K,-1.47%,-0.014679715302491236,-0.01873796617193483,0,0
2020-04-21,20.64,21.41,21.48,20.68,0.74K,-6.82%,-0.06817155756207671,-0.07583176733701796,1,0
2020-04-22,21.45,20.41,22.03,20.28,4.09K,3.92%,0.03924418604651159,0.03268803791853836,1,0
2020-04-23,21.82,21.23,21.85,21.23,0.54K,1.72%,0.01724941724941731,0.025915161507802407,0,0
2020-04-24,21.53,21.5,21.91,21.38,0.10K,-1.33%,-0.013290559120073264,-0.013704185363689534,0,0
2020-04-27,21.09,21.74,21.74,20.75,0.16K,-2.04%,-0.02043660009289372,-0.02318081099626697,0,0
2020-04-28,21.04,20.93,21.5,20.82,0.88K,-0.24%,-0.0023707918444760834,-0.009728783141099194,0,0
2020-04-29,21.0,21.29,21.4,20.86,1.17K,-0.19%,-0.0019011406844106071,-4.238910115616839e-05,0,0
2020-04-30,20.39,21.22,21.22,20.09,0.47K,-2.90%,-0.02904761904761899,-0.029217178225576405,1,0
2020-05-01,19.8,19.9,19.98,19.85,0.69K,-2.89%,-0.02893575282000982,-0.03211292555560245,1,0
2020-05-04,20.18,19.81,20.11,19.61,0.13K,1.92%,0.019191919191919204,0.016580629923900744,0,0
2020-05-05,19.92,20.4,20.5,19.7,0.31K,-1.29%,-0.012884043607532147,-0.012645314090659937,0,0
2020-05-06,19.83,19.71,20.0,19.59,1.45K,-0.45%,-0.004518072289156794,-0.0073438741676570265,0,0
2020-05-07,20.35,19.7,20.4,19.7,0.72K,2.62%,0.026222894604135405,0.023506183390835336,0,0
2020-05-08,20.17,20.44,20.45,20.02,0.08K,-0.88%,-0.008845208845208785,-0.011929216858924244,0,0
2020-05-11,19.86,19.88,19.94,19.74,1.07K,-1.54%,-0.015369360436291668,-0.017070354253987063,0,0
2020-05-12,19.31,19.63,19.88,19.3,0.62K,-2.77%,-0.02769385699899296,-0.03020507749541506,1,0
2020-05-13,19.46,19.28,19.59,19.2,0.33K,0.78%,0.007767995857068888,0.005126118145794824,0,0
2020-05-14,19.62,19.28,19.64,19.26,0.13K,0.82%,0.008221993833504637,0.010298626654252808,0,0
2020-05-15,19.96,20.0,20.0,19.85,1.12K,1.73%,0.017329255861366022,0.015054547770944797,0,0
2020-05-18,21.14,20.3,21.16,20.2,1.75K,5.91%,0.059118236472945895,0.056988649082567545,1,0
2020-05-19,20.76,21.0,21.1,20.75,4.54K,-1.80%,-0.01797540208136228,-0.020718149642220445,0,0
2020-05-20,22.06,20.99,22.07,20.98,0.69K,6.26%,0.06262042389209999,0.05775017183347131,1,0
2020-05-21,21.97,22.27,22.27,21.93,0.12K,-0.41%,-0.004079782411604671,-0.002204012680639145,0,0
2020-05-22,22.19,21.65,22.17,21.39,1.19K,1.00%,0.010013654984069253,0.005099798644019319,0,0
2020-05-25,22.38,22.24,22.39,22.08,0.07K,0.86%,0.008562415502478382,0.012353300857938381,0,0
2020-05-26,22.4,22.36,22.95,22.21,1.84K,0.09%,0.0008936550491509543,-0.0034810824820032844,0,0
2020-05-27,22.13,22.23,22.23,22.05,2.07K,-1.21%,-0.012053571428571441,-0.009401537571833082,0,0
2020-05-28,22.04,22.01,22.06,21.7,0.86K,-0.41%,-0.004066877541798464,-0.006644531594997493,0,0
2020-05-29,22.18,22.24,22.6,22.13,0.49K,0.64%,0.006352087114337657,0.00575993349116366,0,0
2020-06-01,21.75,22.07,22.07,21.74,0.10K,-1.94%,-0.01938683498647431,-0.02005830245703043,0,0
2020-06-02,22.84,22.06,22.86,22.06,1.18K,5.01%,0.05011494252873572,0.04772641978286801,1,0
2020-06-03,22.85,22.82,22.82,22.46,0.58K,0.04%,0.0004378283712784814,0.0006668886342263188,0,0
2020-06-04,22.98,22.72,22.87,22.59,0.16K,0.57%,0.005689277899343592,0.000939059700972438,0,0
2020-06-05,24.02,22.94,23.91,22.8,0.50K,4.53%,0.045256744995648246,0.04474493976949925,1,0
2020-06-08,23.48,23.52,23.63,23.47,0.17K,-2.25%,-0.02248126561198993,-0.025258216756657185,0,0
2020-06-09,23.24,23.32,23.37,23.11,0.49K,-1.02%,-0.010221465076661107,-0.01128944667052685,0,0
2020-06-10,23.68,23.06,23.23,23.02,0.16K,1.89%,0.018932874354561147,0.018173509855992205,0,0
2020-06-11,23.04,23.14,23.15,23.02,0.11K,-2.70%,-0.027027027027027084,-0.02799970663890373,1,0
2020-06-12,22.78,22.9,22.9,22.66,0.22K,-1.13%,-0.011284722222222099,-0.01113794632553932,0,0
2020-06-15,22.93,22.44,22.95,22.43,0.35K,0.66%,0.0065847234416154254,0.00452516394229105,0,0
2020-06-16,23.55,23.49,24.0,23.49,0.19K,2.70%,0.027038813781072868,0.024985395194929642,0,0
2020-06-17,23.52,23.61,23.66,23.23,0.38K,-0.13%,-0.001273885350318471,-0.0005314070036760436,0,0
2020-06-18,25.23,23.54,25.13,23.5,0.53K,7.27%,0.07270408163265318,0.0678062913737524,1,0
2020-06-19,24.92,25.04,25.3,24.83,0.09K,-1.23%,-0.012286959968291655,-0.012302536232822826,0,0
2020-06-22,25.28,24.56,25.34,24.56,0.95K,1.44%,0.014446227929374,0.008570037443228293,0,0
2020-06-23,26.15,25.29,26.2,25.28,1.45K,3.44%,0.03441455696202511,0.036143954025196406,1,0
2020-06-24,26.14,25.8,26.42,25.55,0.32K,-0.04%,-0.00038240917782017547,-0.003090771006733708,0,0
2020-06-25,25.92,25.9,26.08,25.58,1.22K,-0.84%,-0.008416220351950998,-0.006244668842040106,0,0
2020-06-26,25.46,25.98,26.12,25.66,0.64K,-1.77%,-0.017746913580246937,-0.02073259768497964,0,0
2020-06-29,27.35,25.59,27.17,25.5,0.42K,7.42%,0.07423409269442272,0.0728505416606251,1,0
2020-06-30,27.68,27.15,27.9,26.89,0.91K,1.21%,0.012065813528336244,0.016342597722226352,0,0
2020-07-01,28.42,27.55,28.8,27.47,0.42K,2.67%,0.026734104046242768,0.02166330642138004,0,0
2020-07-02,28.09,28.05,28.57,28.03,1.28K,-1.16%,-0.01161154116819152,-0.013057948177410558,0,0
2020-07-03,28.64,27.6,28.63,27.57,0.47K,1.96%,0.019579921680313195,0.01351884640390659,0,0
2020-07-06,30.43,29.45,30.32,29.45,0.14K,6.25%,0.0625,0.06745954851864938,1,0
2020-07-07,30.12,30.25,30.52,30.0,0.20K,-1.02%,-0.010187315149523424,-0.010401436177864274,0,0
2020-07-08,30.06,29.5,29.56,29.05,0.63K,-0.20%,-0.0019920318725100694,-0.0050086925192960735,0,0
2020-07-09,29.37,30.03,30.03,29.16,0.31K,-2.30%,-0.022954091816367206,-0.02515744103295784,0,0
2020-07-10,29.78,28.96,29.01,28.61,0.15K,1.40%,0.013959822948587108,0.011907443082252025,0,0
2020-07-13,30.14,30.11,31.35,29.99,1.79K,1.21%,0.012088650100738674,0.01688145071152991,0,0
2020-07-14,30.46,30.2,30.45,29.7,0.56K,1.06%,0.010617120106171107,0.00782711858678537,0,0
2020-07-15,29.7,30.92,31.24,29.84,0.68K,-2.50%,-0.024950755088640864,-0.02658191893220151,0,0
2020-07-16,27.67,29.75,30.2,27.8,5.69K,-6.84%,-0.06835016835016827,-0.07332382099336761,1,0
2020-07-17,28.76,28.12,28.59,27.74,0.57K,3.94%,0.03939284423563416,0.03756820124485079,1,0
2020-07-20,27.1,27.8,27.96,26.89,0.78K,-5.77%,-0.05771905424200274,-0.053887906539536255,1,0
2020-07-21,27.51,27.85,27.85,26.93,3.99K,1.51%,0.015129151291512821,0.010456031834592034,0,0
2020-07-22,27.53,27.15,27.66,26.8,3.85K,0.07%,0.0007270083605961375,0.002088567186876372,0,0
2020-07-23,28.23,27.65,28.26,27.47,0.12K,2.54%,0.025426807119506067,0.017025981927140943,0,0
2020-07-24,27.27,27.78,27.79,27.12,2.49K,-3.40%,-0.0340063761955367,-0.030856495104825066,1,0
2020-07-27,25.91,27.0,27.0,25.8,2.01K,-4.99%,-0.049871653832049834,-0.05855408904450459,1,0
2020-07-28,26.67,26.33,26.63,25.95,1.49K,2.93%,0.029332304129679798,0.02894402505081366,1,0
2020-07-29,27.13,26.75,27.26,26.7,0.56K,1.72%,0.017247844019497416,0.018639618391338753,0,0
2020-07-30,26.48,26.96,26.96,26.09,0.61K,-2.40%,-0.023958717287135944,-0.024258953913966375,0,0
2020-07-31,27.22,26.78,27.69,26.77,3.41K,2.79%,0.027945619335347338,0.023049011314197988,0,0
2020-08-03,27.08,27.45,27.45,26.5,0.37K,-0.51%,-0.005143277002204294,-0.008783249230633802,0,0
2020-08-04,27.75,27.27,27.77,27.05,1.90K,2.47%,0.024741506646972056,0.02321696111436962,0,0
2020-08-05,27.69,27.64,27.8,27.64,0.67K,-0.22%,-0.00216216216216214,-0.0009299716613085504,0,0
2020-08-06,27.3,27.8,28.27,27.34,0.51K,-1.41%,-0.014084507042253502,-0.0194110725334105,0,0
2020-08-07,27.32,27.05,27.58,26.89,0.67K,0.07%,0.00073260073260073,0.0009433216154323258,0,0
2020-08-10,27.6,27.96,27.96,27.31,3.24K,1.02%,0.01024890190336758,0.008501694619379371,0,0
2020-08-11,27.08,27.96,27.96,27.03,0.78K,-1.88%,-0.018840579710145078,-0.018385880002014448,0,0
2020-08-12,26.87,26.65,26.93,26.49,0.22K,-0.78%,-0.0077548005908418816,-0.01050077219692325,0,0
2020-08-13,26.3,26.86,27.05,26.22,4.52K,-2.12%,-0.021213248976553745,-0.02318590028420548,0,0
2020-08-14,26.36,26.32,26.37,25.94,0.37K,0.23%,0.0022813688212928174,0.00010208086840184961,0,0
2020-08-17,27.17,26.5,27.23,25.95,1.49K,3.07%,0.03072837632776948,0.03130684835057548,1,0
2020-08-18,27.41,27.2,27.66,27.05,1.89K,0.88%,0.00883327199116657,0.00674903799989809,0,0
2020-08-19,27.08,27.39,27.6,27.03,1.11K,-1.20%,-0.012039401678219708,-0.015199514558415016,0,0
2020-08-20,26.75,27.0,27.1,26.52,3.59K,-1.22%,-0.012186115214180115,-0.01622845107496252,0,0
2020-08-21,26.48,26.5,26.51,26.18,1.93K,-1.01%,-0.010093457943925244,-0.011902666063334143,0,0
2020-08-24,28.32,27.5,28.13,27.43,3.71K,6.95%,0.06948640483383683,0.07018076770276199,1,0
2020-08-25,29.46,28.7,29.57,28.39,3.27K,4.03%,0.0402542372881356,0.04227627582013667,1,0
2020-08-26,29.48,29.38,30.01,29.21,0.75K,0.07%,0.0006788866259335169,-0.003962760263411444,0,0
2020-08-27,29.23,29.45,29.78,29.0,1.08K,-0.85%,-0.008480325644504738,-0.012705665933995497,0,0
2020-08-28,30.38,29.87,30.69,29.82,0.86K,3.93%,0.03934314060896327,0.03549378987391202,1,0
2020-08-31,29.53,30.43,30.43,29.57,0.33K,-2.80%,-0.02797893350888736,-0.02346445455007115,0,0
2020-09-01,28.61,29.43,29.43,28.62,0.75K,-3.12%,-0.031154757873349204,-0.03288306724647709,1,0
2020-09-02,29.06,28.85,29.25,28.55,0.74K,1.57%,0.015728766165676422,0.014802071016279655,0,0
2020-09-03,29.53,28.9,29.73,28.9,2.13K,1.62%,0.016173434273916154,0.015221790874046277,0,0
2020-09-04,28.13,29.28,29.71,28.06,1.46K,-4.74%,-0.047409414155096585,-0.046051222641353994,1,0
2020-09-07,27.81,28.27,28.27,27.47,0.83K,-1.14%,-0.01137575542125846,-0.01694429377166003,0,0
2020-09-08,27.53,28.49,28.58,27.48,0.36K,-1.01%,-0.010068320747932291,-0.012186935339309013,0,0
2020-09-09,27.94,27.04,27.99,27.04,1.25K,1.49%,0.014892844169996478,0.014181554630120222,0,0
2020-09-10,29.15,28.26,28.96,28.12,1.01K,4.33%,0.04330708661417315,0.04466916030606533,1,0
2020-09-11,28.99,29.19,29.19,28.27,0.23K,-0.55%,-0.005488850771869669,-0.009815711891982245,0,0
2020-09-14,31.2,29.35,31.23,29.28,0.22K,7.62%,0.07623318385650224,0.07151101108370249,1,0
2020-09-15,30.53,31.38,31.4,30.47,1.44K,-2.15%,-0.021474358974358898,-0.021154296211151606,0,0
2020-09-16,30.71,30.6,30.75,29.92,1.22K,0.59%,0.005895840157222443,-0.0001660159483104556,0,0
2020-09-17,29.13,30.15,30.23,29.07,6.15K,-5.14%,-0.05144903940084666,-0.04823786179304229,1,0
2020-09-18,28.68,29.45,29.47,28.71,0.73K,-1.54%,-0.015447991761071034,-0.021011954932445235,0,0
2020-09-21,27.05,28.47,28.47,26.95,5.52K,-5.68%,-0.05683403068340298,-0.05030228331078544,1,0
2020-09-22,28.47,27.32,27.7,26.49,0.66K,5.25%,0.05249537892791123,0.047838389778303514,1,0
2020-09-23,27.12,28.42,28.42,27.13,1.29K,-4.74%,-0.04741833508956794,-0.043055488328279566,1,0
2020-09-24,27.4,26.9,27.4,26.73,1.47K,1.03%,0.010324483775811188,0.0005937835181193604,0,0
2020-09-25,26.75,27.3,27.3,26.63,2.40K,-2.37%,-0.02372262773722622,-0.02251781399303898,0,0
2020-09-28,28.28,27.0,28.27,26.7,1.72K,5.72%,0.05719626168224301,0.048873980828532074,1,0
2020-09-29,27.36,28.01,28.12,27.35,2.38K,-3.25%,-0.032531824611032545,-0.02627040024526211,0,0
2020-09-30,27.5,27.18,27.67,27.12,2.97K,0.51%,0.005116959064327409,-0.004406722992644567,0,0
2020-10-01,27.07,27.66,27.69,26.83,0.68K,-1.56%,-0.01563636363636367,-0.014054164149459387,0,0
2020-10-02,27.59,26.96,27.95,26.65,1.01K,1.92%,0.01920945696342824,0.01384768924858299,0,0
2020-10-05,27.49,27.4,27.74,27.2,0.50K,-0.36%,-0.0036245016310257894,0.0009978558920123786,0,0
2020-10-06,27.34,27.48,27.54,27.0,0.56K,-0.55%,-0.005456529647144381,-0.010804836618875789,0,0
2020-10-07,27.44,27.16,28.17,27.15,1.49K,0.37%,0.003657644476956934,0.002715737848182646,0,0
2020-10-08,26.88,27.49,27.5,26.84,1.55K,-2.04%,-0.020408163265306256,-0.023188078877492375,0,0
2020-10-09,26.24,26.91,26.94,26.07,0.75K,-2.38%,-0.023809523809523836,-0.02489339568848591,0,0
2020-10-12,26.4,26.05,26.4,25.8,1.40K,0.61%,0.0060975609756097615,0.004527609771390454,0,0
2020-10-13,25.74,26.2,26.2,25.7,4.26K,-2.50%,-0.025000000000000022,-0.02576769026838825,0,0
2020-10-14,26.28,25.65,26.38,25.61,1.48K,2.10%,0.020979020979021046,0.018700623303783092,0,0
2020-10-15,25.48,25.92,25.93,25.17,3.41K,-3.04%,-0.030441400304414,-0.031166246613016733,1,0
2020-10-16,25.4,25.68,25.9,25.4,0.84K,-0.31%,-0.0031397174254317317,-0.008888797187510433,0,0
2020-10-19,25.49,25.35,25.67,25.17,1.68K,0.35%,0.0035433070866142113,0.004322914725128973,0,0
2020-10-20,24.92,25.1,25.1,24.75,0.60K,-2.24%,-0.022361710474695817,-0.02608371975334311,0,0
2020-10-21,24.06,24.9,24.9,23.89,3.77K,-3.45%,-0.03451043338683801,-0.035033477447538285,1,0
2020-10-22,24.68,23.8,24.56,23.64,3.02K,2.58%,0.025768911055694232,0.021914120460526473,0,0
2020-10-23,25.98,24.98,26.05,24.98,1.10K,5.27%,0.05267423014586714,0.05329343936435435,1,0
2020-10-26,24.35,25.37,25.37,24.25,0.41K,-6.27%,-0.06274056966897612,-0.06343611970674079,1,0
2020-10-27,24.55,24.19,24.75,24.0,1.11K,0.82%,0.008213552361396204,0.0007381835277872973,0,0
2020-10-28,23.52,24.05,24.05,23.4,1.76K,-4.20%,-0.04195519348268839,-0.042917151003697245,1,0
2020-10-29,24.15,23.4,24.5,23.4,1.66K,2.68%,0.02678571428571419,0.024013465087984902,0,0
2020-10-30,24.19,23.77,24.62,23.69,2.46K,0.17%,0.0016563146997929934,0.008123499540108102,0,0
2020-11-02,24.15,24.0,24.17,23.3,0.95K,-0.17%,-0.0016535758577925774,-0.00960027594749368,0,0
2020-11-03,24.86,24.38,25.09,24.38,1.89K,2.94%,0.02939958592132519,0.02903903175741519,1,0
2020-11-04,25.57,24.79,25.64,24.35,1.81K,2.86%,0.02855993563958159,0.024384683274592495,0,0
2020-11-05,26.43,25.55,26.59,25.43,0.60K,3.36%,0.033633163863902915,0.03333788084948958,1,0
2020-11-06,25.85,26.08,26.45,25.7,1.28K,-2.19%,-0.02194475974271659,-0.02371717126555262,0,0
2020-11-09,26.97,26.47,27.38,25.83,0.60K,4.33%,0.04332688588007727,0.03861155564140117,1,0
2020-11-10,26.64,26.74,26.94,26.6,1.24K,-1.22%,-0.012235817575083408,-0.009527057815399784,0,0
2020-11-11,26.52,26.96,27.42,26.65,1.59K,-0.45%,-0.0045045045045045695,-0.007413592685837825,0,0
2020-11-12,26.32,26.33,26.48,26.18,1.06K,-0.75%,-0.007541478129713397,-0.005696186544905268,0,0
2020-11-13,26.68,26.37,26.92,26.37,1.94K,1.37%,0.013677811550151908,0.009541039558961583,0,0
2020-11-16,27.79,27.0,27.8,26.99,2.50K,4.16%,0.04160419790104952,0.04419451153732449,1,0
2020-11-17,27.04,27.4,27.49,26.98,2.95K,-2.70%,-0.026988125224901016,-0.028821628606795217,1,0
2020-11-18,27.59,28.06,28.2,27.53,0.62K,2.03%,0.02034023668639051,0.015440902387021779,0,0
2020-11-19,26.75,27.4,27.47,26.75,0.63K,-3.04%,-0.030445813700616164,-0.03068698784503267,1,0
2020-11-20,27.15,26.7,27.34,26.7,4.53K,1.50%,0.01495327102803734,0.011365854841765229,0,0
2020-11-23,27.67,27.66,27.75,27.51,1.62K,1.92%,0.019152854511970574,0.023202740694321763,0,0
2020-11-24,28.04,27.49,28.07,27.36,4.07K,1.34%,0.013371882905673926,0.009098103293521956,0,0
2020-11-25,28.04,28.05,28.45,27.98,6.91K,0.00%,0.0,-0.00011602596288721317,0,0
2020-11-26,28.54,27.9,28.62,27.82,7.64K,1.78%,0.01783166904422262,0.013007879379364387,0,0
2020-11-27,28.59,28.78,29.1,28.34,3.84K,0.18%,0.0017519271198318531,0.001488576029222272,0,0
2020-11-30,29.6,28.58,29.8,28.53,1.42K,3.53%,0.035327037425673335,0.03396128421236579,1,0
2020-12-01,29.33,29.69,30.23,29.23,2.82K,-0.91%,-0.009121621621621778,-0.008644016309864626,0,0
2020-12-02,30.01,29.46,30.1,29.17,2.37K,2.32%,0.02318445277872505,0.01905017533155668,0,0
2020-12-03,29.46,29.8,30.05,29.37,1.12K,-1.83%,-0.018327224258580466,-0.017333404481679193,0,0
2020-12-04,30.57,29.41,30.75,29.41,2.62K,3.77%,0.03767820773930741,0.03364359585371121,1,0
2020-12-07,30.07,30.31,30.31,29.91,2.65K,-1.64%,-0.016355904481517802,-0.012946718658861333,0,0
2020-12-08,30.02,30.04,30.4,30.0,4.10K,-0.17%,-0.0016627868307282911,-0.0070039845112294715,0,0
2020-12-09,30.16,30.48,30.6,30.11,7.21K,0.47%,0.004663557628247883,0.005961590843903986,0,0
2020-12-10,31.36,30.11,31.45,30.11,7.88K,3.98%,0.039787798408488007,0.03626917451043908,1,0
2020-12-11,30.98,31.3,31.77,30.8,4.81K,-1.21%,-0.01211734693877553,-0.009616683468971083,0,0
2020-12-14,31.27,30.83,31.85,30.83,3.82K,0.94%,0.009360877985797211,0.004043645980446236,0,0
2020-12-15,32.43,31.57,32.61,31.54,3.10K,3.71%,0.03709625839462749,0.03630118023131051,1,0
2020-12-16,32.03,32.54,32.7,31.69,2.30K,-1.23%,-0.012334258402713516,-0.013656241668265111,0,0
2020-12-17,32.21,32.14,32.62,31.8,1.29K,0.56%,0.00561973150171724,0.0047929845404025015,0,0
2020-12-18,31.36,31.95,31.96,31.06,1.55K,-2.64%,-0.026389320086929513,-0.028166342484234618,1,0
2020-12-21,31.14,30.86,31.18,29.98,0.84K,-0.70%,-0.007015306122448939,-0.00988693963218933,0,0
2020-12-22,31.39,30.93,31.56,30.73,0.69K,0.80%,0.008028259473346289,0.010478672417786312,0,0
2020-12-23,32.15,31.72,32.21,31.61,0.43K,2.42%,0.02421153233513862,0.022069502981787927,0,0
2020-12-24,32.41,32.31,32.61,32.06,0.42K,0.81%,0.0080870917573872,0.0076775666001680735,0,0
2020-12-28,33.66,32.7,33.61,32.7,0.13K,3.86%,0.038568343103980274,0.03410875948802682,1,0
2020-12-29,33.25,33.41,33.49,32.94,0.36K,-1.22%,-0.012180629827688527,-0.013554026574922828,0,0
2020-12-30,32.42,33.45,33.57,32.33,1.28K,-2.50%,-0.02496240601503752,-0.02886726717110638,1,0
2020-12-31,32.94,32.88,33.21,32.57,0.15K,1.60%,0.01603948180135717,0.015939387000357356,0,0
2021-01-04,33.89,33.14,34.45,33.14,1.25K,2.88%,0.02884031572556167,0.02887107794321275,1,0
2021-01-05,33.15,33.69,33.83,32.96,1.28K,-2.18%,-0.021835349660666914,-0.02038608033750118,0,0
2021-01-06,33.83,33.71,33.88,33.02,0.43K,2.05%,0.02051282051282044,0.016205122500978233,0,0
2021-01-07,34.97,34.05,35.0,34.05,1.17K,3.37%,0.033697901271061204,0.03181867610970295,1,0
2021-01-08,35.14,35.21,35.35,34.55,1.60K,0.49%,0.004861309694023541,0.003848570792106855,0,0
2021-01-11,34.76,35.29,35.4,34.46,1.10K,-1.08%,-0.01081388730791133,-0.011480743716604026,0,0
2021-01-12,34.88,34.6,35.59,34.44,1.31K,0.35%,0.0034522439585731313,-0.0007051829276311459,0,0
2021-01-13,33.88,34.73,34.85,33.33,1.99K,-2.87%,-0.028669724770642224,-0.028734080675418435,1,0
2021-01-14,33.76,33.77,33.97,32.99,1.62K,-0.35%,-0.0035419126328218864,-0.0039927024873716325,0,0
2021-01-15,31.96,33.63,33.63,31.89,1.75K,-5.33%,-0.05331753554502361,-0.053050885339589106,1,0
2021-01-18,31.84,31.83,32.51,31.56,1.21K,-0.38%,-0.003754693366708417,-0.008001573794909154,0,0
2021-01-19,33.3,32.11,33.33,32.06,1.14K,4.59%,0.04585427135678377,0.04758958011916283,1,0
2021-01-20,33.12,33.49,33.84,33.02,0.70K,-0.54%,-0.00540540540540535,-0.007579803210318408,0,0
2021-01-21,34.32,32.89,34.41,32.83,0.83K,3.62%,0.036231884057971175,0.032671660445390514,1,0
2021-01-22,34.45,34.27,34.45,33.77,1.39K,0.38%,0.0037878787878788955,-0.00010026262888700958,0,0
2021-01-25,33.39,34.77,34.84,33.35,1.72K,-3.08%,-0.030769230769230882,-0.03532158737001136,1,0
2021-01-26,33.56,33.13,33.74,33.05,1.27K,0.51%,0.005091344713986201,0.005799374019859674,0,0
2021-01-27,33.51,33.41,33.67,32.48,0.61K,-0.15%,-0.0014898688915376823,-0.002426457620182258,0,0
2021-01-28,34.17,33.81,34.16,33.15,1.06K,1.97%,0.01969561324977631,0.02021296355153815,0,0
2021-01-29,33.18,34.0,34.08,33.16,1.38K,-2.90%,-0.028972783143108027,-0.029053648561397537,1,0
2021-02-01,33.08,33.19,33.58,32.85,0.62K,-0.30%,-0.003013863773357439,-0.009061816086105415,0,0
2021-02-02,35.19,33.29,35.32,33.29,1.04K,6.38%,0.06378476420798074,0.06399088550580297,1,0
2021-02-03,37.65,35.15,38.04,35.07,2.59K,6.99%,0.06990622335890873,0.06997534443923134,1,0
2021-02-04,37.49,37.76,38.46,36.92,1.38K,-0.42%,-0.004249667994687845,-0.004921168163652397,0,0
2021-02-05,38.43,37.6,38.9,37.43,1.08K,2.51%,0.02507335289410495,0.017748887612891034,0,0
2021-02-08,38.84,39.39,39.93,38.7,2.10K,1.07%,0.010668748373666492,0.008935976101630851,0,0
2021-02-09,38.49,38.39,38.89,37.8,2.05K,-0.90%,-0.009011328527291473,-0.008182193729850426,0,0
2021-02-10,39.56,38.41,39.94,37.81,3.23K,2.78%,0.02779942842296701,0.030602280316129767,1,0
2021-02-11,39.0,39.5,40.31,38.63,12.72K,-1.42%,-0.014155712841253831,-0.015150228847787698,0,0
2021-02-12,40.28,38.61,40.5,37.4,7.62K,3.28%,0.03282051282051279,0.03085483847067143,1,0
2021-02-15,39.81,40.18,40.88,39.73,3.76K,-1.17%,-0.011668321747765664,-0.010450271678869603,0,0
2021-02-16,39.13,39.85,40.79,39.1,5.75K,-1.71%,-0.017081135393117286,-0.022071649363005163,0,0
2021-02-17,38.4,39.25,39.66,38.35,3.99K,-1.87%,-0.018655762841809476,-0.01787185450196454,0,0
2021-02-18,38.61,38.88,38.88,38.18,2.30K,0.55%,0.005468750000000133,0.0023793006810755206,0,0
2021-02-19,37.7,38.37,38.95,37.68,3.89K,-2.36%,-0.023569023569023462,-0.02150768528674146,0,0
2021-02-22,38.26,37.73,38.41,36.8,1.03K,1.49%,0.014854111405835368,0.01148099002882671,0,0
2021-02-23,38.97,38.51,39.04,37.74,2.29K,1.86%,0.01855723993727132,0.017702817514403998,0,0
2021-02-24,39.45,38.75,39.64,38.59,0.35K,1.23%,0.01231716705157826,0.008935936643564178,0,0
