Date,Price,Open,High,Low,Vol.,Change %,Returns,Residuals,Shock_ModelBased,Shock_EventBased
2018-04-11,14.24,14.24,14.24,14.24,34.41K,0.56%,0.005649717514124353,0.002197585751250659,0,0
2018-04-12,14.44,14.44,14.44,14.44,17.56K,1.40%,0.014044943820224587,0.009750645579463816,0,0
2018-04-13,14.84,14.84,14.84,14.84,0.25K,2.77%,0.027700831024930705,0.02769328396021043,1,0
2018-04-16,14.92,14.92,14.92,14.92,0.26K,0.54%,0.005390835579514919,0.005757811552025058,0,0
2018-04-17,14.68,14.68,14.68,14.68,0.02K,-1.61%,-0.01608579088471851,-0.018810157685782692,0,0
2018-04-18,14.84,14.84,14.84,14.84,0.05K,1.09%,0.01089918256130784,0.008665231346362226,0,0
2018-04-19,14.42,14.42,14.42,14.42,0.00K,-2.83%,-0.028301886792452824,-0.028209644348699124,1,0
2018-04-20,14.02,14.02,14.02,14.02,0.00K,-2.77%,-0.0277392510402219,-0.029036928950889784,1,0
2018-04-23,13.87,13.87,13.87,13.87,0.06K,-1.07%,-0.010699001426533572,-0.011107273303440034,0,0
2018-04-24,14.22,14.22,14.22,14.22,0.03K,2.52%,0.025234318673395872,0.023161356128965537,0,0
2018-04-25,14.26,14.26,14.26,14.26,0.02K,0.28%,0.002812939521800173,0.003766138514557276,0,0
2018-04-26,14.51,14.51,14.51,14.51,0.04K,1.75%,0.017531556802244053,0.013006770091142872,0,0
2018-04-27,14.58,14.58,14.58,14.58,0.02K,0.48%,0.004824259131633424,0.0018233645684003971,0,0
2018-04-30,14.6,14.6,14.6,14.6,12.37K,0.14%,0.00137174211248281,-0.0022866219790962836,0,0
2018-05-01,14.41,14.41,14.41,14.41,9.97K,-1.30%,-0.013013698630136905,-0.013014439429355257,0,0
2018-05-02,14.08,14.08,14.08,14.08,22.73K,-2.29%,-0.022900763358778664,-0.02517378043372956,0,0
2018-05-03,13.98,13.98,13.98,13.98,0.00K,-0.71%,-0.007102272727272707,-0.007654174952661251,0,0
2018-05-04,14.04,14.04,14.04,14.04,10.41K,0.43%,0.0042918454935620964,0.003859274306426186,0,0
2018-05-07,14.65,14.65,14.65,14.65,18.94K,4.34%,0.04344729344729359,0.04254469159636416,1,0
2018-05-08,14.63,14.63,14.63,14.63,12.14K,-0.14%,-0.0013651877133105117,-0.0023733262135492927,0,0
2018-05-09,15.05,15.05,15.05,15.05,0.00K,2.87%,0.028708133971291794,0.02317493609126395,0,0
2018-05-10,15.66,15.66,15.66,15.66,0.03K,4.05%,0.04053156146179404,0.0394455530150659,1,0
2018-05-11,15.68,15.68,15.68,15.68,0.00K,0.13%,0.0012771392081736277,-0.000992528207937274,0,0
2018-05-14,15.7,15.7,15.7,15.7,18.46K,0.13%,0.0012755102040815647,0.0008733154229743248,0,0
2018-05-15,15.38,15.38,15.38,15.38,0.00K,-2.04%,-0.020382165605095426,-0.02255463072534092,0,0
2018-05-16,16.25,16.25,16.25,16.25,0.01K,5.66%,0.05656697009102718,0.05554086011978613,1,0
2018-05-17,16.39,16.39,16.39,16.39,0.01K,0.86%,0.008615384615384691,0.012890349378510765,0,0
2018-05-18,16.38,16.39,16.39,16.39,0.01K,-0.06%,-0.0006101281269067504,-0.004937651375479586,0,0
2018-05-21,16.68,16.68,16.68,16.68,0.01K,1.83%,0.01831501831501825,0.016829761803545642,0,0
2018-05-22,17.08,17.08,17.08,17.08,0.02K,2.40%,0.023980815347721673,0.020462767851580615,0,0
2018-05-23,17.15,17.15,17.15,17.15,0.02K,0.41%,0.004098360655737654,0.006307820456516803,0,0
2018-05-24,17.45,17.45,17.45,17.45,0.02K,1.75%,0.017492711370262537,0.015421000139785809,0,0
2018-05-25,17.17,17.17,17.17,17.17,0.01K,-1.60%,-0.016045845272206205,-0.017633555636026435,0,0
2018-05-28,17.47,17.47,17.47,17.47,8.56K,1.75%,0.01747233546884086,0.01528607049985103,0,0
2018-05-29,17.47,17.47,17.47,17.47,0.03K,0.00%,0.0,0.0015127612662321768,0,0
2018-05-30,17.02,17.02,17.02,17.02,0.02K,-2.58%,-0.025758443045220347,-0.028407980427522614,1,0
2018-05-31,16.16,16.16,16.16,16.16,0.07K,-5.05%,-0.05052878965922436,-0.05142677525898998,1,0
2018-06-01,16.55,16.55,16.55,16.55,0.01K,2.41%,0.02413366336633671,0.02059830946068804,0,0
2018-06-04,17.42,17.42,17.42,17.42,0.01K,5.26%,0.05256797583081574,0.05554299991003917,1,0
2018-06-05,17.11,17.11,17.11,17.11,0.01K,-1.78%,-0.017795637198622427,-0.01866631977174155,0,0
2018-06-06,17.31,17.31,17.31,17.31,0.01K,1.17%,0.011689070718877703,0.005764763697364049,0,0
2018-06-07,17.37,17.37,17.37,17.37,0.00K,0.35%,0.0034662045060660507,-0.0008752285876308871,0,0
2018-06-08,17.2,17.2,17.2,17.2,13.36K,-0.98%,-0.009786989061600582,-0.01117251479189829,0,0
2018-06-11,16.96,16.96,16.96,16.96,0.05K,-1.40%,-0.013953488372092981,-0.011887483097968905,0,0
2018-06-12,16.61,16.61,16.61,16.61,0.04K,-2.06%,-0.020636792452830233,-0.023784751985763773,0,0
2018-06-13,16.77,16.77,16.77,16.77,0.01K,0.96%,0.009632751354605729,0.008759529966504883,0,0
2018-06-14,16.34,16.34,16.34,16.34,0.01K,-2.56%,-0.02564102564102566,-0.0255307619365786,0,0
2018-06-15,15.98,15.98,15.98,15.98,0.01K,-2.20%,-0.022031823745410017,-0.02561550439928758,0,0
2018-06-18,16.05,16.05,16.05,16.05,0.02K,0.44%,0.004380475594493172,0.0026722547357095876,0,0
2018-06-19,15.69,15.69,15.69,15.69,22.15K,-2.24%,-0.02242990654205612,-0.024596582007288134,0,0
2018-06-20,15.98,15.98,15.98,15.98,0.50K,1.85%,0.018483110261312996,0.016922965017526742,0,0
2018-06-21,16.31,16.31,16.31,16.31,0.67K,2.07%,0.020650813516895905,0.01928298583856298,0,0
2018-06-22,16.61,16.61,16.61,16.61,0.25K,1.84%,0.018393623543838222,0.014667707974325307,0,0
2018-06-25,16.54,16.54,16.54,16.54,0.07K,-0.42%,-0.004214328717640048,-0.0055515765976218885,0,0
2018-06-26,16.55,16.55,16.55,16.55,0.20K,0.06%,0.0006045949214028568,-0.004087936902327723,0,0
2018-06-27,16.78,16.78,16.78,16.78,20.61K,1.39%,0.013897280966767456,0.01352446937919316,0,0
2018-06-28,16.52,16.52,16.52,16.52,15.91K,-1.55%,-0.015494636471990564,-0.015547964186243764,0,0
2018-06-29,16.51,16.51,16.51,16.51,0.01K,-0.06%,-0.000605326876513157,-0.002085570639868941,0,0
2018-07-02,16.62,16.62,16.62,16.62,0.49K,0.67%,0.0066626287098727754,0.005501841535889059,0,0
2018-07-03,16.65,16.65,16.65,16.65,10.77K,0.18%,0.0018050541516243523,0.00012951730910688527,0,0
2018-07-04,17.07,17.07,17.07,17.07,13.30K,2.52%,0.02522522522522541,0.024570578038493163,0,0
2018-07-05,17.25,17.25,17.25,17.25,0.00K,1.05%,0.010544815465729274,0.008515766851170154,0,0
2018-07-06,17.28,17.28,17.28,17.28,19.59K,0.17%,0.0017391304347826875,-0.0010502324555486872,0,0
2018-07-09,17.58,17.58,17.58,17.58,20.75K,1.74%,0.01736111111111094,0.015745720962077478,0,0
2018-07-10,17.67,17.67,17.67,17.67,15.39K,0.51%,0.005119453924914863,0.003658070137920856,0,0
2018-07-11,17.95,17.95,17.95,17.95,0.01K,1.58%,0.015846066779852785,0.015124368445343565,0,0
2018-07-12,17.72,17.72,17.72,17.72,14.27K,-1.28%,-0.012813370473537589,-0.013409702583441867,0,0
2018-07-13,17.69,17.69,17.69,17.69,0.03K,-0.17%,-0.0016930022573361514,-0.004788394532383548,0,0
2018-07-16,17.59,17.59,17.59,17.59,0.05K,-0.57%,-0.0056529112492934575,-0.005468178954691108,0,0
2018-07-17,17.74,17.74,17.74,17.74,0.92K,0.85%,0.008527572484366086,0.0068019272432860555,0,0
2018-07-18,18.11,18.11,18.11,18.11,0.25K,2.09%,0.020856820744081128,0.021162313767735724,0,0
2018-07-19,18.56,18.56,18.56,18.56,0.10K,2.48%,0.024848150193263363,0.022496947303765814,0,0
2018-07-20,18.77,18.77,18.77,18.77,0.05K,1.13%,0.011314655172413923,0.009398944826777006,0,0
2018-07-23,19.09,19.16,19.16,19.16,0.50K,1.70%,0.017048481619605704,0.013963902431365097,0,0
2018-07-24,19.01,19.01,19.01,19.01,1.00K,-0.42%,-0.004190675746464034,-0.005535802268762661,0,0
2018-07-25,19.28,19.28,19.28,19.28,0.25K,1.42%,0.014203051025775792,0.012636969346992835,0,0
2018-07-26,19.23,19.23,19.23,19.23,0.04K,-0.26%,-0.002593360995850613,-0.0018751721594467714,0,0
2018-07-27,19.09,19.09,19.09,19.09,0.05K,-0.73%,-0.007280291211648526,-0.009263987329502349,0,0
2018-07-30,18.99,18.99,18.99,18.99,0.05K,-0.52%,-0.005238344683080265,-0.00563571444143445,0,0
2018-07-31,19.34,19.34,19.34,19.34,0.05K,1.84%,0.01843075302790953,0.016386270814832647,0,0
2018-08-01,19.69,19.69,19.69,19.69,0.51K,1.81%,0.018097207859358866,0.018390325087693823,0,0
2018-08-02,19.53,19.53,19.53,19.53,7.12K,-0.81%,-0.008125952260030433,-0.010227993222530051,0,0
2018-08-03,19.53,19.62,19.62,19.56,0.24K,0.00%,0.0,-0.003269711880167386,0,0
2018-08-06,19.42,19.42,19.42,19.42,0.10K,-0.56%,-0.005632360471070075,-0.007537904029093134,0,0
2018-08-07,19.36,19.36,19.36,19.36,0.48K,-0.31%,-0.00308959835221434,-0.00394211837118047,0,0
2018-08-08,19.22,19.22,19.22,19.22,0.92K,-0.72%,-0.00723140495867769,-0.007230295329558782,0,0
2018-08-09,19.42,19.42,19.42,19.42,0.00K,1.04%,0.010405827263267664,0.008029412499989662,0,0
2018-08-10,19.73,19.73,19.73,19.73,0.06K,1.60%,0.01596292481977346,0.015107776506866262,0,0
2018-08-13,19.9,19.81,19.92,19.81,0.37K,0.86%,0.008616320324378979,0.006553232929575013,0,0
2018-08-14,20.0,19.88,19.99,19.88,0.10K,0.50%,0.005025125628140836,0.0027487852156307785,0,0
2018-08-15,19.95,19.95,19.95,19.95,0.13K,-0.25%,-0.0025000000000000577,-0.0051187558424188795,0,0
2018-08-16,19.86,20.08,20.08,20.02,0.10K,-0.45%,-0.004511278195488688,-0.006017155690089612,0,0
2018-08-17,20.04,20.09,20.09,20.03,0.20K,0.91%,0.009063444108761365,0.008412294737885689,0,0
2018-08-20,20.44,20.14,20.43,20.14,0.76K,2.00%,0.019960079840319445,0.019366059081997126,0,0
2018-08-21,21.31,21.34,21.34,21.34,0.30K,4.26%,0.042563600782778765,0.04149242193704088,1,0
2018-08-22,21.82,21.83,21.87,21.74,0.11K,2.39%,0.023932426091037184,0.022582108171137025,0,0
2018-08-23,22.47,22.68,22.68,22.43,0.74K,2.98%,0.029789184234646937,0.02627900715982927,0,0
2018-08-24,22.83,22.58,22.58,22.3,0.15K,1.60%,0.01602136181575431,0.014565772008038724,0,0
2018-08-27,23.45,23.45,23.45,23.45,0.05K,2.72%,0.027157249233464853,0.025268059795210795,0,0
2018-08-28,22.86,23.14,23.14,22.87,0.31K,-2.52%,-0.02515991471215351,-0.02392958242494894,0,0
2018-08-29,23.19,23.19,23.19,23.19,0.05K,1.44%,0.014435695538057791,0.01179158643916628,0,0
2018-08-30,23.29,23.15,23.65,23.15,0.45K,0.43%,0.004312203536006809,0.006446307391005879,0,0
2018-08-31,23.2,23.2,23.2,23.2,0.01K,-0.39%,-0.0038643194504078826,-0.005533579949551405,0,0
2018-09-03,22.28,22.28,22.28,22.28,0.07K,-3.97%,-0.039655172413793016,-0.039171674545149485,1,0
2018-09-04,22.25,22.22,22.22,22.21,0.14K,-0.13%,-0.0013464991023339756,-0.006260301572311248,0,0
2018-09-05,22.44,22.44,22.44,22.44,0.07K,0.85%,0.008539325842696677,0.009863232489879175,0,0
2018-09-06,23.57,23.57,23.57,23.57,0.15K,5.04%,0.05035650623885912,0.0492923293239321,1,0
2018-09-07,25.33,25.33,25.33,25.33,0.01K,7.47%,0.07467119219346618,0.07467255001495435,1,0
2018-09-10,27.42,27.42,27.42,27.42,0.09K,8.25%,0.08251085669167013,0.07785227047650406,1,0
2018-09-11,26.66,26.51,26.51,26.49,0.51K,-2.77%,-0.027716994894237845,-0.030575973556439297,1,0
2018-09-12,25.37,25.66,25.66,25.66,0.23K,-4.84%,-0.048387096774193505,-0.0553047132404583,1,0
2018-09-13,21.29,23.0,23.0,23.0,0.06K,-16.08%,-0.1608198659834451,-0.16000977888794624,1,0
2018-09-14,22.42,22.42,22.42,22.42,0.05K,5.31%,0.05307656176608755,0.05244926074140849,1,0
2018-09-17,23.46,23.46,23.46,23.46,1.80K,4.64%,0.04638715432649421,0.061312125905177234,1,0
2018-09-18,22.83,22.83,22.83,22.83,0.18K,-2.69%,-0.02685421994884918,-0.03146724226875749,1,0
2018-09-19,24.09,22.43,22.43,22.43,0.03K,5.52%,0.0551905387647833,0.0496905522517422,1,0
2018-09-20,24.72,24.72,24.72,24.72,0.00K,2.62%,0.026151930261519185,0.015047578544080831,0,0
2018-09-21,24.88,24.88,24.88,24.88,0.01K,0.65%,0.006472491909385036,0.005806904111323473,0,0
2018-09-24,25.29,25.29,25.29,25.29,0.11K,1.65%,0.01647909967845651,0.017768149903081096,0,0
2018-09-25,24.27,24.27,24.27,24.27,0.02K,-4.03%,-0.04033214709371291,-0.04467411600249343,1,0
2018-09-26,23.42,23.42,23.42,23.42,0.10K,-3.50%,-0.03502266172229085,-0.03527734700299145,1,0
2018-09-27,24.0,24.0,24.0,24.0,0.01K,2.48%,0.024765157984628416,0.02588793572559962,0,0
2018-09-28,24.63,24.63,24.63,24.63,0.01K,2.62%,0.026249999999999885,0.02727840711188734,1,0
2018-10-01,24.96,24.42,24.42,24.42,0.00K,1.34%,0.013398294762484886,0.013142516463520297,0,0
2018-10-02,24.76,25.38,25.38,25.33,0.11K,-0.80%,-0.008012820512820484,-0.012869818258394063,0,0
2018-10-03,24.96,24.81,24.81,24.67,0.12K,0.81%,0.008077544426494221,0.0024921019964580897,0,0
2018-10-04,25.18,25.18,25.18,25.18,0.10K,0.88%,0.008814102564102422,0.009237776083632626,0,0
2018-10-05,26.1,26.1,26.1,26.1,0.10K,3.65%,0.03653693407466241,0.03641391196296185,1,0
2018-10-08,26.48,26.48,26.48,26.48,0.01K,1.46%,0.014559386973179933,0.01482204150738551,0,0
2018-10-09,25.33,26.18,26.2,25.54,0.75K,-4.34%,-0.04342900302114816,-0.04722123984277118,1,0
2018-10-10,23.65,23.84,23.84,23.84,1.28K,-6.63%,-0.06632451638373471,-0.06965320207046853,1,0
2018-10-11,23.88,22.55,23.88,22.55,0.88K,0.97%,0.009725158562367886,0.008124862989446103,0,0
2018-10-12,24.21,24.21,24.25,24.18,0.09K,1.38%,0.013819095477386911,0.018218625121081293,0,0
2018-10-15,22.09,23.72,23.76,22.79,0.03K,-8.76%,-0.08756712102437014,-0.0876536428385405,1,0
2018-10-16,22.53,22.36,22.61,22.36,2.13K,1.99%,0.01991851516523324,0.012587172912924348,0,0
2018-10-17,22.27,22.61,22.61,22.07,0.14K,-1.15%,-0.011540168664003647,-0.01301501052376142,0,0
2018-10-18,22.62,21.75,22.65,21.45,3.25K,1.57%,0.015716210148181364,0.012784386460790007,0,0
2018-10-19,22.64,22.64,22.64,22.64,0.01K,0.09%,0.0008841732979663064,0.003006509857005726,0,0
2018-10-22,21.92,22.17,22.49,22.12,0.11K,-3.18%,-0.03180212014134276,-0.04113976111429294,1,0
2018-10-23,21.8,21.63,21.63,21.63,0.24K,-0.55%,-0.005474452554744547,-0.006529743605329606,0,0
2018-10-24,21.9,21.77,22.03,21.77,0.05K,0.46%,0.004587155963302614,0.0032528993644931974,0,0
2018-10-25,21.41,21.47,21.47,21.47,0.09K,-2.24%,-0.02237442922374422,-0.022571212241259807,0,0
2018-10-26,20.59,20.59,20.59,20.59,0.00K,-3.83%,-0.03829985987856144,-0.0403479684318118,1,0
2018-10-29,18.91,19.88,19.88,19.27,2.57K,-8.16%,-0.08159300631374455,-0.08562994559025064,1,0
2018-10-30,18.13,18.91,18.91,17.51,2.64K,-4.12%,-0.04124801692226343,-0.04424128736766012,1,0
2018-10-31,18.49,18.35,18.35,17.9,0.25K,1.99%,0.019856591285162706,0.021651021545694572,0,0
2018-11-01,17.62,17.62,17.62,17.62,0.35K,-4.71%,-0.04705246078961589,-0.04715850333878805,1,0
2018-11-02,19.18,18.3,19.37,18.3,1.66K,8.85%,0.0885357548240635,0.08273225023493631,1,0
2018-11-05,19.31,19.31,19.31,19.31,1.30K,0.68%,0.006777893639207555,0.0053128297679550275,0,0
2018-11-06,19.69,19.69,19.69,19.69,0.01K,1.97%,0.019678922837907953,0.01005226479731459,0,0
2018-11-07,20.77,20.39,20.39,20.39,0.02K,5.49%,0.05485017775520551,0.05610910228481726,1,0
2018-11-08,21.75,21.75,21.75,21.75,0.00K,4.72%,0.047183437650457405,0.04128635347799134,1,0
2018-11-09,21.65,21.65,21.65,21.65,0.35K,-0.46%,-0.0045977011494253706,-0.0010404126231829715,0,0
2018-11-12,22.7,22.79,22.79,22.79,0.53K,4.85%,0.04849884526558901,0.04455213058937443,1,0
2018-11-13,22.26,22.26,22.26,22.26,0.00K,-1.94%,-0.019383259911894157,-0.018547971209203772,0,0
2018-11-14,21.78,21.87,21.87,21.87,0.00K,-2.16%,-0.021563342318059342,-0.023220916039207264,0,0
2018-11-15,21.13,21.13,21.13,21.13,0.02K,-2.98%,-0.029843893480257178,-0.027492537386635783,1,0
2018-11-16,21.31,21.92,21.92,21.92,1.24K,0.85%,0.008518693800283916,0.005684268971723102,0,0
2018-11-19,21.08,21.08,21.08,21.08,0.01K,-1.08%,-0.010793054903801003,-0.006763365468011306,0,0
2018-11-20,21.62,21.62,21.62,21.62,0.00K,2.56%,0.025616698292220352,0.021986258850327865,0,0
2018-11-21,22.69,21.9,22.35,21.9,0.53K,4.95%,0.049491211840888116,0.0482141643703831,1,0
2018-11-22,23.14,23.14,23.14,23.14,0.99K,1.98%,0.019832525341560103,0.016095203628644004,0,0
2018-11-23,22.4,23.32,23.32,23.32,0.00K,-3.20%,-0.03197925669835788,-0.03464806695610266,1,0
2018-11-26,22.02,22.02,22.02,22.02,0.70K,-1.70%,-0.016964285714285654,-0.02183463931186559,0,0
2018-11-27,21.82,21.82,21.82,21.82,16.24K,-0.91%,-0.009082652134423275,-0.008587039247425723,0,0
2018-11-28,21.5,21.5,21.5,21.5,24.60K,-1.47%,-0.01466544454628782,-0.012566916422216067,0,0
2018-11-29,22.23,22.23,22.23,22.23,0.28K,3.40%,0.03395348837209311,0.03424216596594682,1,0
2018-11-30,22.7,22.7,22.7,22.7,13.45K,2.11%,0.021142600089968377,0.019285139411563415,0,0
2018-12-03,22.85,22.85,22.85,22.85,0.50K,0.66%,0.006607929515418665,0.002736651320385561,0,0
2018-12-04,22.99,22.85,22.9,22.74,0.15K,0.61%,0.006126914660831373,0.003285062271206886,0,0
2018-12-05,22.03,22.83,22.83,22.25,1.43K,-4.18%,-0.04175728577642446,-0.04518933898958426,1,0
2018-12-06,22.36,22.36,22.36,22.36,0.01K,1.50%,0.014979573309123806,0.013735308008741787,0,0
2018-12-07,22.6,22.6,22.6,22.6,17.42K,1.07%,0.01073345259391778,0.013206662307301713,0,0
2018-12-10,23.22,23.22,23.22,23.22,0.15K,2.74%,0.02743362831858387,0.025576244245704035,0,0
2018-12-11,22.52,22.52,22.52,22.52,32.50K,-3.01%,-0.030146425495262696,-0.030198293861560102,1,0
2018-12-12,23.81,23.81,23.81,23.81,0.86K,5.73%,0.057282415630550476,0.0498438295467272,1,0
2018-12-13,24.65,24.65,24.65,24.65,0.05K,3.53%,0.03527929441411182,0.038117433696886034,1,0
2018-12-14,25.76,25.0,25.5,25.0,0.00K,4.50%,0.04503042596348905,0.04176003381726999,1,0
2018-12-17,26.69,26.69,26.69,26.69,2.03K,3.61%,0.03610248447204967,0.036879910204023376,1,0
2018-12-18,26.42,26.45,26.45,26.45,0.00K,-1.01%,-0.010116148370176048,-0.016054193926217014,0,0
2018-12-19,26.67,27.03,27.03,26.76,0.46K,0.95%,0.0094625283875851,0.00932887598933096,0,0
2018-12-20,26.53,26.53,26.53,26.53,0.00K,-0.52%,-0.005249343832021025,-0.004150206321651112,0,0
2018-12-21,26.97,26.97,26.97,26.97,0.03K,1.66%,0.016584998115340976,0.01689008770425878,0,0
2018-12-24,27.25,27.39,27.41,27.39,0.05K,1.04%,0.010381905821282844,0.012426767290915325,0,0
2018-12-27,27.08,26.93,26.93,26.93,0.00K,-0.62%,-0.006238532110091843,-0.009361827036810967,0,0
2018-12-28,27.02,27.02,27.02,27.02,0.11K,-0.22%,-0.0022156573116690614,-0.003787547841376689,0,0
2018-12-31,27.06,27.06,27.06,27.06,0.01K,0.15%,0.001480384900073961,-0.0005925545785733432,0,0
2019-01-02,27.37,27.37,27.37,27.37,0.21K,1.15%,0.01145602365114562,0.010967205546813808,0,0
2019-01-03,25.28,25.28,25.28,25.28,0.09K,-7.64%,-0.07636097917427842,-0.07685243715402769,1,0
2019-01-04,25.66,25.45,25.77,25.41,0.08K,1.50%,0.015031645569620222,0.0097720699719281,0,0
2019-01-07,24.22,24.23,24.23,24.22,3.38K,-5.61%,-0.05611847233047551,-0.05345889999589581,1,0
2019-01-08,24.78,24.78,24.78,24.78,0.02K,2.31%,0.023121387283236983,0.018413079804178126,0,0
2019-01-09,23.93,24.88,24.88,24.07,0.16K,-3.43%,-0.034301856335754666,-0.030001564164185486,1,0
2019-01-10,23.96,23.95,23.95,23.95,0.76K,0.13%,0.001253656498119593,-0.00889335814419797,0,0
2019-01-11,24.52,24.69,24.69,24.51,0.04K,2.34%,0.023372287145241977,0.02572841324277319,0,0
2019-01-14,24.33,24.33,24.33,24.33,0.87K,-0.77%,-0.0077487765089723215,-0.013385334700201791,0,0
2019-01-15,24.4,24.32,24.32,24.32,0.03K,0.29%,0.0028771064529387047,0.00205701413118546,0,0
2019-01-16,25.18,24.83,24.83,24.83,0.02K,3.20%,0.031967213114754145,0.02831576288888352,1,0
2019-01-17,25.39,25.63,25.63,25.6,4.64K,0.83%,0.008339952343129564,0.007240561060252717,0,0
2019-01-18,26.63,26.63,26.63,26.63,1.43K,4.88%,0.048838125246159825,0.04765983708850445,1,0
2019-01-21,26.25,26.28,26.28,26.28,0.03K,-1.43%,-0.014269620728501686,-0.015244878974034232,0,0
2019-01-22,26.94,26.58,26.58,26.56,0.06K,2.63%,0.026285714285714246,0.021256102010185268,0,0
2019-01-23,26.47,26.47,26.47,26.47,0.00K,-1.74%,-0.017446176688938442,-0.015105457986423949,0,0
2019-01-24,25.85,26.2,26.6,26.07,0.71K,-2.34%,-0.02342274272761602,-0.027362373134754918,1,0
2019-01-25,25.68,25.4,25.62,25.28,0.10K,-0.66%,-0.006576402321083252,-0.004169519021854522,0,0
2019-01-28,24.5,25.06,25.09,25.0,0.05K,-4.60%,-0.04595015576323991,-0.04821334385142256,1,0
2019-01-29,25.08,24.45,24.74,24.45,0.24K,2.37%,0.023673469387754942,0.0229711843693781,0,0
2019-01-30,24.72,24.85,24.85,24.52,0.88K,-1.44%,-0.014354066985645897,-0.01372890337267943,0,0
2019-01-31,23.9,24.45,24.45,24.45,0.01K,-3.32%,-0.03317152103559873,-0.03833516100460973,1,0
2019-02-01,23.55,23.55,23.55,23.55,1.46K,-1.46%,-0.014644351464435101,-0.016266549492262986,0,0
2019-02-04,24.63,23.08,23.28,23.08,0.01K,4.59%,0.04585987261146496,0.0415463958152829,1,0
2019-02-05,24.74,24.74,24.74,24.74,0.11K,0.45%,0.004466098254161555,0.006995496429705127,0,0
2019-02-06,25.24,25.24,25.24,25.24,0.08K,2.02%,0.02021018593371049,0.015782761830113963,0,0
2019-02-07,25.02,24.88,25.05,24.88,0.01K,-0.87%,-0.008716323296354966,-0.01197244829481018,0,0
2019-02-08,23.91,23.91,23.91,23.91,0.03K,-4.44%,-0.04436450839328532,-0.04927538102292631,1,0
2019-02-11,23.97,23.97,23.97,23.97,0.01K,0.25%,0.0025094102885820924,0.0031778956116587046,0,0
2019-02-12,22.25,22.3,22.3,22.3,0.01K,-7.18%,-0.0717563621193158,-0.07109725243878248,1,0
2019-02-13,22.51,21.86,21.86,21.74,0.20K,1.17%,0.011685393258427101,0.008961250134338933,0,0
2019-02-14,21.37,22.6,22.6,22.6,0.70K,-5.06%,-0.05064415815193246,-0.048025534276381454,1,0
2019-02-15,22.04,22.04,22.04,22.04,0.20K,3.14%,0.031352363125877414,0.023787910664438163,0,0
2019-02-18,21.6,21.6,21.6,21.6,0.10K,-2.00%,-0.019963702359346525,-0.016427299703773702,0,0
2019-02-19,21.81,22.2,22.2,22.2,0.60K,0.97%,0.009722222222222188,4.95542866336858e-05,0,0
2019-02-20,22.04,22.0,22.0,21.84,0.06K,1.05%,0.010545621274644645,0.012123140532036272,0,0
2019-02-21,20.32,20.32,20.32,20.32,0.17K,-7.80%,-0.07803992740471866,-0.08424289408321237,1,0
2019-02-22,20.43,20.23,20.37,20.23,0.89K,0.54%,0.005413385826771533,0.003273057097077464,0,0
2019-02-25,20.65,20.63,20.76,20.55,1.14K,1.08%,0.010768477728830161,0.011727107416887428,0,0
2019-02-26,21.08,21.08,21.08,21.08,0.10K,2.08%,0.020823244552058195,0.019490298523428953,0,0
2019-02-27,22.7,22.7,22.7,22.7,0.10K,7.69%,0.07685009487666039,0.07751912101332034,1,0
2019-02-28,23.13,23.13,23.13,23.13,0.58K,1.89%,0.018942731277532987,0.01294216091503617,0,0
2019-03-01,23.73,23.73,23.73,23.73,0.00K,2.59%,0.025940337224384047,0.0211830682166134,0,0
2019-03-04,24.6,24.6,24.6,24.6,1.11K,3.67%,0.036662452591656125,0.035566630003548656,1,0
2019-03-05,24.42,24.5,24.5,24.3,0.02K,-0.73%,-0.007317073170731714,-0.008879592937020418,0,0
2019-03-06,23.6,24.33,24.37,24.22,0.13K,-3.36%,-0.03357903357903358,-0.031972672400842436,1,0
2019-03-07,24.76,23.75,23.75,23.75,0.10K,4.92%,0.04915254237288136,0.047791644095637964,1,0
2019-03-08,24.52,24.97,24.97,24.3,0.04K,-0.97%,-0.009693053311793265,-0.006725691303586825,0,0
2019-03-11,23.78,23.8,23.8,23.7,0.26K,-3.02%,-0.030179445350734024,-0.0320115142654084,1,0
2019-03-12,23.8,23.8,23.8,23.8,1.00K,0.08%,0.000841042893187538,-0.0011116510283200954,0,0
2019-03-13,23.72,23.48,23.69,23.46,0.33K,-0.34%,-0.003361344537815225,-0.006835082178826451,0,0
2019-03-14,24.2,24.2,24.2,24.2,0.00K,2.02%,0.02023608768971341,0.022111805575982284,0,0
2019-03-15,23.92,24.28,24.28,24.28,0.01K,-1.16%,-0.01157024793388417,-0.012558105434089525,0,0
2019-03-18,23.22,23.22,23.22,23.22,0.02K,-2.93%,-0.02926421404682289,-0.034640321823838194,1,0
2019-03-19,22.53,22.53,22.53,22.53,0.12K,-2.97%,-0.029715762273901714,-0.03157953226851189,1,0
2019-03-20,23.02,22.45,23.15,22.45,0.17K,2.17%,0.02174877940523734,0.019946023520695407,0,0
2019-03-21,22.28,22.95,22.95,22.27,0.16K,-3.21%,-0.03214596003475234,-0.029935030793585046,1,0
2019-03-22,21.99,22.07,22.19,21.92,0.10K,-1.30%,-0.013016157989228172,-0.017338412285721642,0,0
2019-03-25,22.23,21.95,21.95,21.95,0.01K,1.09%,0.01091405184174632,0.008920896488646274,0,0
2019-03-26,22.84,22.84,22.84,22.84,0.20K,2.74%,0.02744039586144842,0.024112508563855883,0,0
